file,window_idx,prototype_id,nearest_dist,top3_sensors,viol_count_AltMSL,viol_sev_AltMSL,viol_count_E1 RPM,viol_sev_E1 RPM,viol_count_E1 FFlow,viol_sev_E1 FFlow,viol_count_E1 CHT1,viol_sev_E1 CHT1,viol_count_E1 EGT1,viol_sev_E1 EGT1,viol_count_NormAc,viol_sev_NormAc,viol_count_IAS,viol_sev_IAS
window_10600.csv,10600,4,61.71798971719374,"AltMSL, NormAc, E1 FFlow",30,30302184533.85323,30,352590378.749641,30,5434126327.678465,30,4643076106.589841,30,3923392877.021088,30,9909968909.734503,30,3341588033.864163
window_10625.csv,10625,4,65.02238288803142,"AltMSL, NormAc, E1 FFlow",30,31142121380.885273,30,615491597.7468202,30,5485104746.609789,30,4567420318.052691,30,3665836266.7618365,30,12832907780.167356,30,2648934725.2551274
window_10650.csv,10650,4,62.349567430947864,"AltMSL, E1 FFlow, E1 CHT1",30,31141897556.574677,30,307743799.4031652,30,5215491376.5566845,30,4481624263.297013,30,4093675051.20392,27,7589735896.831829,30,4359372241.891799
window_10675.csv,10675,4,62.923742525723696,"AltMSL, NormAc, E1 FFlow",30,30491310416.00615,30,314612596.6359861,30,5687251027.619332,30,4446347130.187005,30,3946822011.8337483,30,10032400098.04805,30,3659624562.6710153
window_10700.csv,10700,4,60.01266421692204,"AltMSL, E1 FFlow, E1 CHT1",30,30251757609.36318,30,174478372.74858332,30,4879605679.047857,30,4541967493.161715,30,3802323748.6740794,29,7867666586.523458,30,2674473059.53169
window_10725.csv,10725,4,62.13791418764134,"AltMSL, E1 FFlow, E1 CHT1",30,31301524268.52285,30,149643117.89888203,30,4418176637.988955,30,4406117174.612295,30,4034983802.8632965,27,8327508476.360071,30,2694963327.488287
window_1075.csv,1075,3,4.842879578617295,"E1 CHT1, AltMSL, E1 RPM",9,20.802971247228793,3,19.570377984581146,3,9.508279643581945,30,311.95424798600897,0,16.29236007780666,0,10.049684048369706,0,7.771561172376096e-08
window_10750.csv,10750,4,60.705061380093944,"AltMSL, E1 FFlow, E1 EGT1",30,30882142563.854435,30,199264645.29296368,30,4944596087.066501,30,4083714559.053571,30,4194866802.456129,29,7187196765.512485,30,3682022776.9832406
window_10775.csv,10775,4,63.725501540017575,"AltMSL, E1 FFlow, E1 EGT1",30,29999055417.726135,30,138022494.81654888,30,4776066938.292613,30,3859489213.672429,30,4100289221.0640645,29,10282025758.19306,30,2827403004.4216766
window_10800.csv,10800,4,61.89874899754582,"AltMSL, NormAc, E1 FFlow",30,30416674556.166737,30,81354210.22636722,30,4580142406.25425,30,3705918866.553467,30,4178486060.563974,30,9568022798.842287,30,2669952187.8327775
window_10825.csv,10825,4,63.60494415950701,"AltMSL, NormAc, E1 FFlow",30,30684359105.75524,30,288705915.8445527,30,5078566360.705743,30,3500752045.463731,30,4157165431.165998,30,11353172410.080595,30,3047314047.1004868
window_10850.csv,10850,4,59.97667475260983,"AltMSL, E1 FFlow, E1 EGT1",30,30332856142.12713,30,160423554.25306004,30,4854339202.901063,30,3403067311.2243114,30,4037967492.561824,29,7588737653.803666,30,2572727304.589309
window_10875.csv,10875,4,60.544700830935085,"AltMSL, E1 FFlow, E1 EGT1",30,30412669003.64985,30,129091472.86032763,30,4587927751.917102,30,3326616316.831909,30,4159070322.9017186,28,8875275980.099545,30,2399077424.537956
window_10900.csv,10900,4,60.83476263962829,"AltMSL, E1 FFlow, E1 EGT1",30,30690173149.547592,30,90504538.20684874,30,4565690725.257461,30,3187690932.6505113,30,4175430552.1329017,29,7630373877.794783,30,2295512808.1268334
window_10925.csv,10925,4,60.83018313264534,"AltMSL, E1 FFlow, E1 EGT1",30,30840116804.081997,30,105988332.9664638,30,4524251463.49634,30,3020625421.640144,30,4239038711.881958,29,8348623941.477043,30,2748369521.829679
window_10950.csv,10950,4,64.74816346150497,"AltMSL, E1 FFlow, E1 EGT1",30,31234492958.553066,30,298072030.98430365,30,4538857914.225819,30,2882584084.8592367,30,4252447382.7295523,29,11735503236.623241,30,3424789325.393284
window_10975.csv,10975,4,64.1693987357502,"AltMSL, NormAc, E1 FFlow",30,30712805344.14322,30,1304388342.2513466,30,7135112333.664842,30,2875349518.7415338,30,4393989236.99584,30,10965169122.684296,30,4320750958.48988
